chembl_id,smiles,mw,hbd,hba,logp,rotb,ar
CHEMBL76563,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)cc(F)c2F)cc1,348.277,2,3,2.1427000000000005,3,2
CHEMBL323482,CC(C)NCC(O)COc1cc(O)cc(O)c1,241.287,4,5,0.8354999999999995,6,1
CHEMBL107085,O=C(O)c1ccc(-c2ccc(Cl)cc2Cl)cc1,267.111,1,1,4.358600000000002,2,2
CHEMBL10787,O=C(O)C1CN=C(c2ccccc2O)N1,206.20100000000005,3,4,0.1952000000000001,2,1
CHEMBL11252,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,481.5170000000003,6,5,0.8308700000000004,10,3
CHEMBL21386,CN1CCOc2c(C(=O)NC[C@@H]3CCCN3Cc3ccccc3)cc(Cl)cc21,399.922,1,4,3.5630000000000024,5,2
CHEMBL52878,CN(C)CCn1c(=O)[nH]c2c([nH]c3ccccc32)c1=O,272.30800000000005,2,3,0.7327000000000002,3,3
CHEMBL281344,CCN(C(=O)N1C[C@@H](C(=O)O)[C@@H](N)[C@@H]1CNC(C)=O)C(C)C,314.3860000000001,3,4,-0.314899999999997,5,0
CHEMBL41561,CN(C)CCN1C(=O)c2cccc3c(O)c4ccccc4c(c23)C1=O,334.3750000000001,1,4,2.856200000000001,3,3
CHEMBL105911,Cl.N=C(N)N/N=C/c1ccccc1[N+](=O)[O-],243.654,3,4,0.8335699999999999,3,1
CHEMBL11470,Cn1ccc(=O)n(C)c1=O,140.142,0,2,-0.916,0,1
CHEMBL293157,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(F)ccc3c21,343.31700000000006,3,2,3.978300000000001,0,5
CHEMBL73944,CCCCCC(=O)N1C[C@H]([C@H](C)CNC(C)=O)C1=O,268.357,1,3,1.3239,7,0
CHEMBL14214,COc1ccc(-c2nnc3c4ccccc4c(N(C)CC(C)O)nn23)cc1,363.4210000000001,1,6,2.770100000000001,5,4
CHEMBL94314,CCCC(=O)c1cnc2c(CO)cccc2c1Nc1ccccc1C,334.41900000000004,2,4,4.7619200000000035,6,3
CHEMBL102790,Cn1cnc2ncnc-2c1S,166.209,1,4,0.6035999999999999,0,0
CHEMBL440856,C[C@H](CS)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,288.36899999999997,3,4,0.1325999999999995,5,0
CHEMBL6724,Nc1ccc(S(N)(=O)=O)cc1Br,251.105,2,3,0.6787000000000002,1,1
CHEMBL111099,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)CC21,330.4680000000001,2,3,4.708200000000005,5,1
CHEMBL446415,CCOCC1(CCN(C)C)c2ccccc2CCc2ccccc21,323.48,0,2,4.059500000000003,6,2
CHEMBL441956,CC(C)(C)/N=c1\c(O)c(O)\c1=N/Cc1cccc(F)c1,276.311,2,4,1.9126,2,2
CHEMBL421882,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,412.30500000000006,2,3,3.5036000000000014,6,2
CHEMBL39040,Cn1c(-c2ccc(Oc3ccccc3)cc2)nc2cc(C(=N)N)ccc21,342.4020000000001,2,3,4.316670000000002,4,4
CHEMBL19953,O/N=C/c1cnns1,129.144,1,5,0.3462,1,1
CHEMBL51287,COc1cccc(CN2CCC(C(=O)Nc3cc(Cl)c(N)cc3OC)CC2)c1,403.9100000000002,2,5,3.7901000000000016,6,2
CHEMBL77587,Nc1ccccc1Oc1ccccc1CC(=O)O,243.262,2,3,2.6882,4,2
CHEMBL327456,O=C1NC(=O)C(Cc2ccc(OCCc3nc(-c4ccccc4)oc3CO)cc2)S1,424.47800000000007,2,7,3.3495000000000026,8,3
CHEMBL31530,CCCCc1nc(NC2CCCCC2)c2sccc2n1,289.448,1,4,4.778500000000004,5,2
CHEMBL281438,CC1N[C@@H](C(=O)O)C(C)(C)S1,175.253,2,3,0.9006,1,0
CHEMBL109081,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)SCCOC)C1CC,389.5170000000002,1,6,4.610700000000004,8,1
CHEMBL28658,CC(=O)NCCCCNc1ccc(NCCN(C)C)c2c1C(=O)c1ccccc1C2=O,422.5290000000002,3,6,2.763700000000001,10,2
CHEMBL276627,CC(C)Oc1cccc(-n2c(NNC(=O)Nc3cccc(Cl)c3)nc3ccccc3c2=O)c1,463.9250000000002,3,5,4.974900000000003,6,4
CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.36499999999995,1,3,2.1955,7,1
CHEMBL59507,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,315.67799999999994,1,2,4.073100000000001,0,1
CHEMBL417666,C[n+]1ccn(CCC#N)c1/C=N/O.[Cl-],214.65600000000003,1,3,-2.961619999999998,3,1
CHEMBL26470,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)CN)cc2)c1C,324.3620000000001,3,6,0.98944,5,2
CHEMBL97605,Fc1ncccc1OCC1CCN1,182.198,1,3,0.9614,3,1
CHEMBL99424,CCCCCCOc1nsnc1[C@@H]1CN2CCC[C@H]1C2,295.45200000000006,0,5,3.306400000000002,7,1
CHEMBL37072,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccccc2)cc1,321.354,1,4,1.9751,6,2
CHEMBL321565,O=C1NC(=O)C(Cc2ccc(OCc3nc4cccnc4n3-c3ccccc3)cc2)S1,430.4890000000001,1,6,3.893600000000003,6,4
CHEMBL305932,CCN(CC)C(=O)[C@H]1CCC2C3CN(C#N)C4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,397.5630000000003,0,4,3.963280000000004,3,0
CHEMBL72105,O=C(O)c1cc(C(=O)O)c2cc(I)ccc2n1,343.076,2,3,2.2358,2,2
